portrait,space_sw
tb.1.82dad10d.a2fJgk1H6K5fUvWpXSLEXA,曾经 有过 一段时间 沉迷 网络 网络 世界 暂时 抑郁症 带来 痛苦 渐渐 成瘾 偶尔 朋友 打打 王者 荣耀 江苏 突然 好想养 江苏 抱抱 只不过 糟糕 事情 遇到 经常 惩罚 短暂 缓解 病情 慢慢 发现 放下 接受 面对 埋怨 沉浸 内心深处 完美 不断 学习 改变 理想 更近 抑郁症 时间 疲惫 慢慢 习惯 再也 挣扎 不动 患有 抑郁症 病友 希望 早日康复 加油 活着 需要 勇气 希望 早日康复 生日快乐 社保 抓药 左右 学霸 别怕 加油 你家 经常 失眠 只能靠 药物 维持 睡眠 加油 不哭 愿意 改变 明天 依旧 崭新 依旧 崭新 折磨 保证 一生 错事 向前 未来 很长 加油 善良 社会 善良 总会 小人 欺负 相信 善良 相对 善良 真诚相待 前方 道路 加油 尝试 改变 优秀 接受 变得 爸爸妈妈 强势 管教 严格 学校 扮演着 好孩子 角色 一丁点 错误 一顿 责罚 父母 从小 打到 孩子 想着 弟弟 妹妹 那该 至少 分担 责罚 直到 初中 以后 父母 渐渐 很少 责罚 想想 父母 一切都是 步入 社会 以后 误入歧途 方法 过激 尝试 改变 优秀 接受 变得 爸爸妈妈 强势 管教 严格 学校 扮演着 好孩子 角色 一丁点 错误 一顿 责罚 父母 从小 打到 孩子 想着 弟弟 妹妹 那该 至少 分担 责罚 直到 初中 以后 父母 渐渐 很少 责罚 想想 父母 一切都是 步入 社会 以后 误入歧途 方法 过激 抱抱 运动 锻炼身体 想象 强大 啥事 停用 身体 感觉 晕眩 加油 王者 荣耀 组个 多久 医院 看过 睡眠 药物 辅助 入睡 上次 断药 连续 没睡 抑郁症 不好 抑郁症 厌恶 不断 挣扎 摆脱 包括 曾经 迷失 自我 锻炼身体 活着 目的 走出 抑郁 活着 明天 走出 抑郁 痛苦 抑郁症 可怕 死循环 分为 部分 曾经 美好 向往 想要 回到 逃避 发生 那该 失望 过错 归属 抑郁症 不断 挣扎 抑郁症 斗争 直到 精疲力尽 结束 抑郁症 平息 觉得 战胜 一段时间 亢奋 误以为 战胜 情绪 再度 出现 绝不 容忍 存在 不断 想要 战神 慢慢 小小的 情绪 波动 变成 大大的 脑力 波动 锻炼身体 运动 想着 战胜 克服 更加 痛苦 接受 无视 满满的 消失 世界 撑不下去 医院 千万 硬撑 以后 遇到 开心 千万 气球 充气 充多 爆掉 屹立 不倒 倒下 发现 世界 美好 希望 加油 节日快乐 经历 一段时间 不见 父母 特别 想念 时不时 打电话 担心 害怕 外面 吃苦 受累 每逢 节假日 回到 家里 好吃 回来 回到 没过多久 父母 关系 比较 僵硬 没什么 父母 沟通 相互 关爱 对方 不想 对方 低头 父母 长大 明辨是非 父母 矛盾 回去 冷静 回想 过错 父母 主动 道个 父母 过错 父母 冷静下来 父母 沟通 一家人 父母 不爱 孩子 家里 力所能及 父母 父母 棉袄 父母 生日 问候 父母 惊喜 父母 欣慰 加油 以后 遇到 开心 事情 倾述 默默 承受 病情 逐渐 恶化 加油 信念 方法 所有人 有用 曾经 遇到 病友 贴子 诊所 治好 多年 抑郁症 积蓄 赶到 反复 确认 地址 好久 没想到 门牌 却是 妇幼保健 诊所 死马当活马医 每天 中药 拔罐子 针灸 连续 一个多月
tb.1.83ad6cf.oTB0UQrQMfjb7xV8RlkyWg,过来 姑娘 活着 过来 说明 没什么 事情 半个 自杀 了解 有话 倾诉 对象 不敢 对象 自杀 委屈 边缘 慢慢 想开 不想 身边 每天 带上 耳机 小说 互不干涉 不能自己 别人 妹子 抑郁症 说话 倾诉 内向 缘故 毛病 接触 接触 接触 没什么 坏处 咱有 辨别是非 能力 晚上 睡觉 穿衣服 睡觉 害怕 时间 正常人 变成 原因 姑娘 加油 一起 加油 每天 来看 互相 鼓励
tb.1.84641c74.QpBV553wbAj6CxTYDJFTqQ,层主 麻烦 正常 怀疑 推销 冥想 能量 放大器 听层 建议 正规 专业 门诊 及时 就诊 确定 疾病 注意 医师 选择 正规 相信 网络 问卷 指导 专业 医师 辅助 情况 指导 无法 准确 相信 现代 心理学 半个世纪 发展 相信 科学 治疗 手段 七喜 里面 糖分 作用 听说 糖分 刺激 大脑 产生 多巴胺 缓解 情绪 或许 试试 直接 糖水 简直 三江 方士 老师 两种 告诉 讨厌 民科 能量 能量 能量 表示 物质 变化 可能性 物理量 强子 对撞机 能量 赋予 能量 抑郁症 需要 科学 答复 不敢 执照 专业 医疗 人士 好人 医生 希波 克拉底 誓言 事该 负责 负责 治疗 治疗 事故 负责 拍拍 屁股 好奇 诊断 抑郁症 为啥 医生 治疗 开药 加油
tb.1.84c94396.qVcQKrOrKZpD3pl_5ap5OQ,熬过来 算一天 每天 做好 事情 以后 没事 每天 特别 明天 有事 就会醒 潜意识 家里 种田 感觉 没什么 意思 父母 坚持下去 活着 就行 尽量 开心 抱抱 很长 美好 运气 不太好 放弃 坚持 总会 意想不到 惊喜 好看 坚持 感觉 世界 太透 类似 古人 看破红尘 世界 反感 痛恨 父母 妹妹 牵挂 感觉 无所谓
tb.1.851fc9b1.GqqIFUNwvKciulc-kvuEdA,正在 公交 医院 路上 预约 期待 路上 突然 觉得 害怕 医院 真远 两趟 公交 晕车 觉得 撑不下去 要死 强打 精神 嘻嘻哈哈 暴食 催吐 独处 马上 失眠 睡不着 白天 精神恍惚 每天 辛苦 生病 办法 救救 终于 鼓起勇气 进来 三楼 首歌 六楼 上来 发现 精神科 一层 好几个 保安 医生 初步 情况 两份 量表 医生 比较严重 抑郁症 随时 自杀 风险 坚持 通知 家里 打电话 家里 不肯 医生 朋友 医生 朋友 情况 朋友 保管 每天 医生 吃药 半个 复诊 医院 大厅 特别 茫然 下周一 就要 期末考 担心 副作用 选择 考完试 吃药 熬夜 复习 脑子 特别 清醒 明明 上床 睡不着 以后 记录 写字 不好 老是 集中 注意力 公交 两站 回去 一路 冷风 真是 越来越 没用 回来 路上 司机 师傅 唠嗑 一路 师傅 逗笑 放假 不想 放假 学费 多得 多点 课才 划算 舍友 门口 东西 不来 丢掉 看起来 开心 别人 开心 生病 大笑 别人 大笑 心里 波澜 讨人喜欢 掩饰 每天 撑起 精神 嘻嘻哈哈 做人 失眠 翻来复去 死活 睡不着 明明 早课 完蛋 对不起 失眠 上床 闭眼 分钟 清醒 如鸡 难受 下午 噩梦 白天 睡不醒 本来 打算 起床 复习 醒来 五点 很困 很累 醒来 昏昏 失眠 清醒 如鸡 考试 完才 吃药 似乎 难受 噩梦 梦里 委屈 无助 难过 醒来 蔓延 心头 挥散 我梦到 哥哥 嘲笑 语言 暴力 难过 爸妈 脆弱 事情 动不动 发脾气 梦里 特别 醒来 感冒 低烧 整个 特别 难受 头昏 喉咙痛 全身 乏力 感冒药 整个 人困 不行 看书 十分钟 马上 困到 睡着 午睡 五六次 早上 厉害 整个 像是 连握 拳头 力气 握住 高烧 难受 持续 不退 低烧 难受 昨晚 发烧 实在 精神 红牛 提神 看书 看到 六点半 起床 背书 整个 考试 差点 睡着 最坑 经济法 这位 老师 很无语 终于 考完 放假 喜悦 放假 吃药 下午 感觉 恶心 头晕 难受 商场 感觉 特别 好累 恶心 讲话 强撑 精神 舍友 整个 舒服 生病 完药 准备 学校 确诊 生病 不想 别人 看到 狼狈 医生 抱抱 确诊 生病 就要 快快 吃药 说来 好笑 副作用 马上 就要 期末考 可不可以 快乐 考试 会考 医嘱 比较 告诉 最好 朋友 鼓励 觉得 安慰 非常感谢 上个月 分手 恋爱 东西 考虑 希望 打算 考完 期末考 副作用 加油 三点 四点 尝试 助眠 方法 人太 难熬 抱抱 快点 刚刚 下载 感觉 医生 使用 临床 东西 抱抱 及时 就诊 安眠药 不好 折磨 希望 熟悉 确诊 办法 医生 人来 测试 药效 需要 疗程 实在 不行 重新 医生 晚安 医生 学生 经济 紧张 医生 合理安排 检查 费用 清楚 太贵 医生 长沙 三甲 医院 湘雅 附二 医生 人来 医生 学生 告诉 父母 检查 不贵 检查 拿药 一起 左右 考虑 医院 长期 不行 痛苦 抱抱 人类 悲喜 从不 相通 懂得 痛苦 大众 抑郁症 误解 太深 朋友 尽力 科普 小伙伴 相互 依偎 取暖 一起 走出 抑郁症 难受 准备 期末考 不敢 微信 发给你 吃药 湘雅 附二 医生 人来 学生 只开 两项 测量 检查 拿药 一起 左右 考完试 效果 不可告人 秘密 早就 心里 一辈子 见光 支付宝 直接 湘雅 两项 量表 复诊 不可 描述 学校 名声在外 秃头 专业 精神科 主要 在外 污名 想到 精神科 觉得 神经病 最好 医嘱 比较 抱抱 打算 能撑 多久 多久 退烧 考试 睡着 吃药 状态 医生 医生 问题 问到 觉得 症状 失眠 折磨 抱抱 下午 特别 超级 难受 感冒 好些 没想到 副作用 整个 明天 勇气 太难受 确诊 比较 觉得 难受 医院 比较 确实 撑不下去 量表 血常规 脑部 检查 心电图 第一天 副作用 特别 医生 直接 说会 症状 比如说 失眠 焦虑 嗜睡 心情 不好 精神科 医生 主要 开药 轻度 抑郁 最好 心理医生 建议 心理医生 心理咨询 精神科 医生 主要 开药 药物 治疗 生理 问题 加油 试试 解决 办法 法考 要命 单纯 想要 赚钱 测试 告诉 医生 状态 决定
tb.1.853ee2e7.dxaV6mE87e68icPhoSvrOQ,心里 疾病 吃药 很难 安慰 副作用 抑郁 停药 挣钱 挣钱 挣钱 挣钱 挣钱 准备 开个 房租 便宜 想开 想关 就关 不用 在意 别人 感受 别人 打工 吃药 脑子 分泌 兴奋 代谢 抑制 抑郁 情绪 副作用 身体 危害 杠杠 运动 分泌 同样 代谢 不伤 身体 药物 精神 借慰 一口 吃不下 全吐 早停
tb.1.8565552.j7gaPUD55kG1d7RqG3co4Q,这点 副作用 重要
tb.1.86af11c3.BT3foROxRbvqHPS0kzkFVg,借楼 一下下 抑郁症 扣扣 病友 互相帮助 共同 摆脱 病痛
tb.1.875e160f.XfmWeygETBlg2XjNTmfbVg,看着 记录 点滴 心理 莫名 一酸 试着 跑步 无私 分享
tb.1.8854128d.5uA0wB2MF1GjXvMfmzAC5w,中度 抑郁 没吃过 自愈 好多
tb.1.88cdc772.7b8MVBbzD81zefPbKeHhUg,一瞬间 人生 圆满
tb.1.899e2729.qo1B8H4X-sRy5kb_wGzl4g,抑郁症 医院 怀疑 抑郁症 理解 感觉 状况 没到 严重 清楚 理智 希望
tb.1.8a1a6db8.8SuwVXpUX3rYR6DrykJiHA,觉得 死亡 就要 血腥 惨烈 泰国 陡然 增多 觉得
tb.1.8ac082b2.Tsrie500-irD63Ez65F23w,重度 抑郁症 思维 逻辑 问题 心理 辅导 为主 吃药
tb.1.8bb310c4.AQRWXFunYifcpoPFCwjg4g,三根 神经 断裂 静脉 断掉 没伤 动脉 好多 活着 以后 慢慢 处理 可惜 这手 绝望
tb.1.8d82e2d5.s0Mg8nHf-gQDgsIalv0HwQ,科呀 精神 心理
tb.1.8dcbb82e.ZuEC1ketIGobKq9cDX5QyA,摸鱼 倾诉 朋友 嫌弃 嫌弃 语无伦次 梦呓 嫌弃 一无所有 双手 嫌弃 一事无成 下场 嫌弃 脆弱 嫌弃 渺小 未知 何以 知死
tb.1.90aa2ee8.BQsw1wZW3S81gLnMl94_CA,觉得 深有体会 比较 了解 症状 东西 失去 兴趣 有时 焦躁 不安 渐渐 喜欢 交流 不怎么 顾及 别人 感受 缺乏 安全感 一起 话题 聊天 内容 平平淡淡 无聊 症状 下意识 缓解 解决 症状 注意 打击 整个 显得 比较 悲伤 事情 往坏 难过 解决办法
